,PBA,PUBCLIM,SQFTC,WLCNS,RFCNS,RFCOOL,RFTILT,BLDSHP,GLSSPC,NFLOOR,FLCEILHT,ATTIC,YRCONC,PBAPLUS,FACIL,GOVOWN,OWNTYPE,OWNOPR,MONUSE,OPNMF,OPNWE,NWKER,WATR,EGYUSED,ELUSED,NGUSED,SOHT1,FKHT2,PRHT2,COHT2,SOHT2,NGCOOL,FKCOOL,PRCOOL,OTCOOL,ELWATR,NGWATR,FKWATR,PRWATR,WOWATR,COWATR,SOWATR,OTWATR,ELCOOK,NGCOOK,FKCOOK,PRCOOK,COCOOK,OTCOOK,NGMANU,FKMANU,PRMANU,HWMANU,OTMANU,NGGENR,PRGENR,COGENR,NGOTH,FKOTH,PROTH,CWOTH,WOOTH,SOOTH,OTOTH,RFGEQP,LTEXPC,PKLT,WINTYP,HDD65,Y_Class
2372,4,2,7,1,6,1,1,2,1,4,8,2,3,8,1,2,2,1,12,1,1,80,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,3,6124,1
2373,5,3,2,1,5,2,2,2,3,1,10,1,7,10,1,2,3,1,6,2,1,6,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,4552,0
2374,5,2,4,5,5,2,2,2,1,1,16,2,8,10,2,1,10,1,12,1,2,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,1,6518,0
2375,17,3,5,1,6,1,1,9,4,3,8,2,6,36,2,2,3,1,12,1,1,69,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,6234,1
2376,8,2,6,1,1,1,1,11,3,8,8,2,5,18,1,2,5,1,12,1,1,166,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,2.0,3,6617,1
2377,14,2,8,1,6,1,1,9,3,2,12,2,8,29,2,1,10,1,12,1,1,145,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,5938,1
2378,15,4,2,1,6,1,1,2,2,1,15,2,4,33,2,2,2,1,12,1,1,17,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,2790,0
2379,2,3,6,1,6,1,1,2,4,2,8,1,6,4,2,1,10,1,12,1,1,75,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,5225,1
2380,4,2,8,4,4,2,1,2,3,7,8,2,7,8,1,1,9,1,12,1,2,250,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,7760,1
2381,2,4,5,6,6,1,1,2,5,3,9,2,6,6,1,2,2,1,12,1,1,189,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,1,3397,0
2382,2,5,4,2,1,2,1,2,2,1,20,2,9,6,1,2,3,2,12,1,1,30,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,2396,0
2383,14,2,7,1,6,1,1,11,3,3,9,2,2,29,1,1,10,1,9,1,1,50,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,5897,1
2384,18,7,6,4,2,2,3,5,3,3,10,1,8,38,2,2,1,1,12,1,1,10,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,5668,1
2385,14,3,7,3,1,2,1,11,3,3,10,2,3,54,2,1,10,1,10,1,1,75,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,3,4080,1
2386,14,5,7,1,4,1,2,11,4,1,9,2,4,54,1,1,9,1,10,1,2,100,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,1,1446,1
2387,26,3,2,1,8,2,1,9,1,1,40,2,4,46,2,2,3,1,12,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,4,4966,0
2388,14,5,7,1,6,1,1,1,2,2,12,2,8,54,1,1,10,1,10,1,2,70,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,1525,1
2389,23,4,3,1,5,2,1,2,3,1,14,2,8,50,2,2,2,1,12,1,1,9,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,2428,0
2390,13,2,4,1,2,2,3,2,2,2,10,1,2,26,2,2,2,2,12,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,8818,0
2391,2,3,6,1,4,2,1,2,5,995,10,2,2,2,2,2,3,1,12,1,2,150,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,1,5345,1
2392,2,4,8,2,7,1,1,2,5,995,10,2,5,2,1,2,2,1,12,1,1,800,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,2989,1
2393,5,2,8,5,5,2,2,2,1,1,995,2,2,10,2,2,2,1,12,1,2,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,4869,1
2394,5,4,8,2,6,1,2,6,2,2,32,2,6,9,2,2,2,1,12,1,1,75,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,2386,1
2395,5,2,9,3,4,2,1,9,2,1,20,2,4,10,2,2,2,1,12,1,1,85,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2.0,1.0,2.0,1,5280,1
2396,14,2,5,1,6,1,1,7,3,1,9,2,4,54,2,1,10,1,12,1,1,55,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,4957,1
2397,16,7,8,1,1,1,1,4,3,3,12,2,8,35,1,2,2,1,12,1,1,550,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,1878,1
2398,25,2,3,1,4,2,2,4,2,1,10,2,5,42,2,2,2,1,12,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,3,6294,0
2399,12,2,5,1,4,2,1,8,2,1,10,2,4,21,2,2,4,1,12,2,1,10,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,3,5890,0
2400,23,4,6,1,1,1,2,2,4,1,10,2,5,50,1,2,2,2,12,1,1,73,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,3149,1
2401,15,2,7,4,1,2,1,3,3,1,25,2,2,34,2,1,9,1,12,1,2,35,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,3,5268,1
2402,2,2,8,1,4,2,1,2,3,9,8,2,4,4,2,1,8,1,12,1,2,100,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,6895,1
2403,26,4,3,5,5,1,1,3,1,1,15,2,5,47,1,2,3,1,12,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,4,2148,0
2404,2,4,6,1,6,2,1,11,4,2,9,2,6,4,1,1,8,1,12,1,1,150,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,2124,1
2405,5,4,6,1,5,1,1,1,1,2,40,2,5,9,2,2,3,1,12,1,1,25,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,3,623,0
2406,14,5,7,1,4,2,3,2,3,2,8,1,7,28,1,1,10,1,10,1,2,250,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,1,1483,0
2407,8,3,7,1,6,2,1,6,4,2,7,1,8,19,2,2,5,1,12,1,1,150,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,6199,1
2408,5,3,8,2,5,2,1,2,1,1,41,2,8,10,2,2,3,2,12,1,1,35,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,2.0,2,4626,1
2409,2,4,5,2,2,2,2,4,3,3,8,2,4,2,2,2,6,1,12,1,1,111,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,718,0
2410,16,7,9,3,4,1,1,4,2,6,10,2,4,35,1,2,5,1,12,1,1,2000,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,4117,1
2411,2,3,3,1,4,1,1,2,1,1,9,1,6,3,2,2,2,1,12,1,1,13,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,2.0,2,4651,0
2412,14,3,6,1,1,2,1,9,3,4,12,2,3,55,2,1,10,1,10,1,1,100,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,1,4842,1
2413,16,7,9,1,6,1,1,7,3,7,15,2,7,35,2,2,2,1,12,1,1,800,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,6510,1
2414,2,2,8,6,1,2,1,2,5,995,8,2,4,4,2,1,10,1,12,1,2,353,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,6298,1
2415,17,2,6,1,4,2,2,4,3,1,8,1,8,36,2,2,2,1,12,1,1,20,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,5423,1
2416,5,5,2,5,5,2,2,2,1,1,15,2,3,10,2,2,2,1,12,1,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,1,1258,0
2417,2,2,5,1,1,1,1,11,3,1,10,2,3,4,1,1,10,1,12,1,2,11,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,3,6135,0
2418,2,5,9,4,7,1,1,1,5,8,12,2,8,4,2,1,9,1,12,1,2,500,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,3.0,2.0,2,1425,1
2419,25,5,3,3,6,1,1,2,3,1,10,2,9,42,2,2,3,1,12,1,2,17,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,2.0,2,1682,0
2420,5,2,4,3,7,2,1,3,3,2,12,2,5,10,2,2,2,1,12,1,2,4,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,3,6870,0
2421,26,1,2,5,5,1,2,2,1,1,10,2,5,47,2,2,4,2,12,2,2,0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,1,10215,0
2422,14,1,6,2,6,2,2,6,2,1,11,2,6,29,1,1,10,1,10,1,1,50,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,6862,0
2423,12,3,6,1,7,2,3,2,3,3,12,1,2,21,1,2,4,1,12,1,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1.0,1.0,1.0,3,5491,1
2424,1,3,7,3,6,2,1,11,3,4,7,2,4,1,1,1,9,1,12,2,1,0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,1,3838,0
2425,13,4,4,2,1,2,1,2,2,1,40,2,8,23,2,1,10,1,12,1,1,9,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,1,864,0
2426,2,4,5,3,7,2,1,2,1,1,20,2,5,4,2,1,8,1,12,1,1,28,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,2.0,1,3661,0
2427,25,4,4,5,5,1,2,2,4,2,20,1,5,43,2,2,3,1,12,1,1,15,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,1,2214,0
2428,16,7,6,1,6,1,1,4,3,1,12,1,4,35,2,2,2,2,12,1,1,50,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1.0,3.0,1.0,3,2377,1
2429,2,3,7,3,1,1,1,3,4,2,10,1,6,4,1,1,10,1,12,1,1,150,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,1.0,3,4257,1
2430,8,2,4,4,1,1,1,9,3,2,9,1,5,18,2,2,2,2,12,1,2,33,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,5801,0
2431,25,1,4,1,1,1,1,2,3,1,15,2,8,42,2,2,2,1,12,1,1,4,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,3,9383,0
2432,14,2,8,1,6,2,1,2,2,2,11,2,4,29,2,1,10,1,12,1,1,156,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,8145,1
2433,26,4,2,4,4,2,1,5,3,1,10,1,6,48,2,2,3,1,12,1,1,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1.0,2.0,1.0,1,3008,0
2434,13,3,2,1,5,2,2,2,1,1,12,2,2,24,2,2,5,1,10,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,4061,0
2435,25,3,2,1,4,2,3,3,2,2,10,1,2,42,2,2,3,1,10,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,3719,0
2436,26,2,4,5,5,2,2,3,2,1,15,1,8,47,1,2,3,1,8,2,1,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,6694,0
2437,5,4,2,5,5,2,3,2,1,1,30,2,3,10,2,2,3,1,12,1,1,0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,4,2314,0
2438,2,4,7,1,1,1,1,1,5,994,8,2,5,2,2,2,5,1,12,1,2,300,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,3424,1
2439,12,4,2,1,5,1,3,3,1,1,12,2,7,21,2,2,4,1,12,2,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,2,3573,0
2440,2,4,5,1,1,1,1,2,4,2,10,2,6,2,1,2,3,1,12,1,1,24,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,1,1483,0
2441,12,4,4,1,2,2,3,9,1,2,16,1,2,21,2,2,4,1,12,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,3411,0
2442,2,3,8,1,6,1,1,2,3,9,12,2,6,6,2,2,2,1,12,1,1,483,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,3609,1
2443,26,3,2,1,2,2,3,2,4,1,10,1,8,48,1,2,1,2,12,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,4459,0
2444,14,2,8,1,6,1,1,10,3,1,15,2,9,31,1,1,10,1,9,1,1,100,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,6315,1
2445,13,4,3,1,5,2,2,2,4,2,18,2,5,25,2,2,2,1,12,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,3,2866,0
2446,26,2,5,4,6,2,1,2,2,1,18,2,5,46,1,2,2,1,12,1,1,45,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,5945,0
2447,14,5,2,1,1,1,1,2,2,1,8,1,7,28,1,1,9,1,10,1,2,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2.0,1,1270,0
2448,14,3,9,3,1,1,1,2,4,6,15,2,5,29,2,1,10,1,11,1,1,250,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,5206,1
2449,5,2,4,5,5,1,2,2,1,1,16,2,6,10,1,2,2,1,12,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,1.0,4,7027,0
2450,5,3,5,2,6,1,1,2,1,1,16,2,6,10,2,2,3,2,12,1,2,11,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,1,4748,0
2451,14,1,6,1,6,2,1,2,3,1,8,2,3,55,2,1,10,1,12,1,2,50,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,8425,1
2452,2,2,7,1,6,1,1,9,3,7,14,1,2,2,2,2,2,1,12,1,2,225,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,6719,0
2453,12,1,3,1,4,2,3,8,2,1,10,2,4,21,2,2,4,1,12,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,8962,0
2454,2,5,8,1,1,2,1,2,4,994,11,1,7,2,1,2,2,1,12,1,1,250,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,2,2446,1
2455,13,4,7,1,5,1,2,2,2,4,12,2,5,22,1,1,9,1,12,1,1,50,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,4469,1
2456,25,4,7,3,6,1,1,2,1,1,17,2,8,42,2,2,1,1,12,1,1,115,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,1,3922,1
2457,26,3,3,3,6,2,1,2,4,2,20,2,6,46,2,2,2,1,12,1,1,6,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,2.0,2,4381,0
2459,14,5,7,1,4,1,2,8,3,2,10,2,5,54,2,1,10,1,10,1,2,105,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,3,2137,1
2460,5,4,4,8,5,2,1,2,2,2,32,1,7,10,2,2,2,1,12,1,2,4,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,2.0,2,3240,0
2461,26,3,3,5,5,2,2,3,1,1,14,2,7,47,1,2,2,1,12,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,4,4279,0
2462,2,2,7,3,6,1,1,2,3,6,9,2,5,4,1,1,9,1,12,1,2,250,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,3,6247,1
